Name,RO5_violations,Smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,NumRadicalElectrons,NumValenceElectrons,FP1,FP2,FP3,HeavyAtomMolWt,pIC50
CHEMBL1902627,0,CC(C)NCC(O)c1ccccc1Cl,intermediate,213.708,2.3714,2,2,0,78,1.357142857,2,2.571428571,197.58,5.586365003
CHEMBL115280,0,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,intermediate,413.521,4.4074,1,4,0,158,0.838709677,1.516129032,2.258064516,386.305,5.444905551
CHEMBL12718,0,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,active,456.564,3.07342,4,6,0,170,0.9375,1.59375,2.25,428.34,6.823908741
CHEMBL383577,0,Cn1nc(C(=O)OC[C@@H]2CCN3CCC[C@@H]23)c2ccccc21,inactive,299.374,2.2144,0,5,0,116,1.318181818,2.181818182,3.090909091,278.206,5
CHEMBL201946,0,O=C(OC[C@@H]1CCN2CCC[C@@H]12)c1c[nH]c2ccccc12,inactive,284.359,2.809,1,3,0,110,1.285714286,2.19047619,3.142857143,264.199,5
CHEMBL53679,1,CCCCCCCCc1csc(Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,active,443.638,6.5905,2,5,0,160,0.866666667,1.566666667,2.3,414.406,6.187086643
CHEMBL2011219,0,CC(CF)Nc1ccc(NC(=O)NCCNC[C@H](O)COc2ccccc2C#N)cc1,active,429.496,2.47918,5,6,0,166,1.161290323,1.870967742,2.580645161,401.272,8.823908741
CHEMBL2011228,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1cnc(Br)cn1,active,435.282,1.26178,4,7,0,142,1.296296296,2.111111111,2.851851852,416.13,9.455931956
CHEMBL107681,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cnc2ccccc2c1,inactive,448.548,3.2963,3,6,0,164,0.96875,1.78125,2.5625,424.356,4
CHEMBL104551,0,O=S(=O)(CCc1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,425.554,2.9317,3,5,0,158,0.9,1.633333333,2.333333333,398.338,4
CHEMBL36101,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(CC3CCCC3)o2)cc1,intermediate,546.693,5.1358,3,7,0,204,1,1.769230769,2.487179487,512.421,5.096910013
CHEMBL289250,1,CC(=O)Nc1ccc(Cc2nc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)no2)cc1,intermediate,612.712,4.3473,4,9,0,226,0.931818182,1.636363636,2.318181818,580.456,5.522878745
CHEMBL79806,1,CCCCCCn1cnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,intermediate,564.712,3.6758,3,9,0,212,1,1.775,2.475,528.424,5.070581074
CHEMBL83698,1,CCCCCCCCN1C(=O)CN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,intermediate,607.777,4.8772,3,7,0,230,0.953488372,1.674418605,2.372093023,566.449,5.602059991
CHEMBL33384,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(COc3ccc(F)c(F)c3)no2)cc1,intermediate,607.639,4.6553,3,9,0,222,0.976744186,1.76744186,2.488372093,580.423,5.455931956
CHEMBL106746,0,CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,intermediate,469.567,2.4994,5,6,0,174,1.03030303,1.727272727,2.363636364,442.351,5.698970004
CHEMBL58407,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc4ccccc4c3)cs2)cc1,inactive,606.773,6.6918,3,7,0,216,0.837209302,1.604651163,2.372093023,576.533,4.886056648
CHEMBL338216,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc(F)c(F)c(F)c3)cs2)cc1,intermediate,610.683,5.9559,3,7,0,216,0.928571429,1.642857143,2.30952381,585.483,5.698970004
CHEMBL1077273,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc2ccnn12,inactive,401.47,2.8473,3,6,0,152,1.033333333,1.9,2.7,378.286,4.795880017
CHEMBL1088076,2,O=C(Cn1ncc(-c2ccccc2)c1-c1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,517.633,5.1165,3,6,0,196,0.846153846,1.564102564,2.256410256,486.385,4.698970004
CHEMBL1094715,0,O=C(Cn1cccn1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,365.437,1.7825,3,6,0,140,1.148148148,2,2.703703704,342.253,4.698970004
CHEMBL1089053,0,Cc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c(C)s1,inactive,410.543,3.20184,3,6,0,152,1.206896552,2,2.655172414,384.335,4.698970004
CHEMBL1089396,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(-c2ccccc2)c1,intermediate,437.543,4.8666,3,4,0,166,0.878787879,1.666666667,2.424242424,410.327,5.30980392
CHEMBL1078395,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1CCn1cccc1,inactive,454.574,4.2438,3,5,0,174,0.941176471,1.735294118,2.5,424.334,4.920818754
CHEMBL1078575,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1-c1nc2ccccc2[nH]1,intermediate,477.568,4.7429,4,5,0,180,0.944444444,1.75,2.555555556,450.352,5.769551079
CHEMBL1945044,0,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,active,479.602,3.4593,5,7,0,178,1,1.735294118,2.529411765,450.37,7.199970641
CHEMBL1947157,1,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,active,532.493,4.8,5,6,0,184,0.942857143,1.657142857,2.457142857,505.277,7.89997427
CHEMBL3763594,0,O=C(Cn1cccnc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,418.497,2.2787,3,6,0,160,1.129032258,1.903225806,2.64516129,392.289,4.698970004
CHEMBL2011225,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(F)nc1,active,373.388,1.24338,4,6,0,142,1.296296296,2.111111111,2.851851852,353.228,9.522878745
CHEMBL552615,0,CS(=O)(=O)Nc1ccc(OCC(O)CNCCOc2ccc(-n3ccnc3)cc2)cc1.Cl,intermediate,482.99,2.0739,3,8,0,174,1.0625,1.71875,2.34375,455.774,5.619788758
CHEMBL1086149,0,O=C(Cc1nc2ccccc2[nH]1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,415.497,3.0048,4,5,0,158,1.064516129,1.903225806,2.677419355,390.297,5
CHEMBL1089387,0,O=C(Cn1nc2ccccc2n1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,intermediate,416.485,2.3307,3,7,0,158,1,1.741935484,2.419354839,392.293,5.119186408
CHEMBL1090746,0,O=C(Cc1csc(-c2ccccc2)n1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,intermediate,458.587,4.252,3,6,0,168,1.03030303,1.848484848,2.606060606,432.379,5.823908741
CHEMBL41189,1,CC(C)NC[C@H](O)COc1ccccc1OCCOCCOc1ccccc1OC[C@@H](O)CNC(C)C,active,520.667,2.6364,4,9,0,208,0.567567568,0.918918919,1.27027027,476.315,6.630005338
CHEMBL4584173,2,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,active,628.855,3.1301,6,8,0,252,0.644444444,1.044444444,1.444444444,572.407,7.550059011
CHEMBL33155,1,COC(=O)NC(c1ccc(F)cc1)c1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,intermediate,646.701,4.3826,4,10,0,238,1,1.739130435,2.413043478,615.453,5.585026652
CHEMBL350931,1,O=C1N(Cc2ccc(F)c(F)c2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,intermediate,607.683,4.4685,3,6,0,224,0.930232558,1.674418605,2.372093023,576.435,5.301029996
CHEMBL1085898,0,O=C(Cc1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,intermediate,375.472,3.1285,3,4,0,144,0.964285714,1.75,2.464285714,350.272,5.522878745
CHEMBL290131,2,CCCCCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,active,576.763,6.3061,3,7,0,218,0.902439024,1.658536585,2.390243902,536.443,6.455931956
CHEMBL1684582,2,O=S(=O)(Nc1ccc(CC2CC[C@H]([C@@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,intermediate,649.76,7.6934,3,6,0,232,0.888888889,1.555555556,2.222222222,619.52,5.818156412
CHEMBL95727,0,COCCc1ccc(OCC(O)CNCc2ccc(NS(C)(=O)=O)cc2)cc1,intermediate,408.52,1.7765,3,6,0,154,1.035714286,1.678571429,2.285714286,380.296,5.13667714
CHEMBL27,0,CC(C)NCC(O)COc1cccc2ccccc12,active,259.349,2.5775,2,3,0,102,1.105263158,1.842105263,2.631578947,238.181,8.59465364
CHEMBL723,0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,active,406.482,3.738,3,5,0,156,0.866666667,1.6,2.466666667,380.274,9.749579998
CHEMBL65042,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Cl)c(Cl)c1,active,496.416,3.7612,3,6,0,170,1.0625,1.84375,2.53125,473.232,6.537602002
CHEMBL286139,1,CCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,inactive,521.643,4.1407,3,8,0,194,1.027027027,1.810810811,2.513513514,490.395,4.259637311
CHEMBL318802,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc2ccccc2c1,inactive,447.56,3.9013,3,5,0,164,0.90625,1.6875,2.4375,422.36,5
CHEMBL292407,1,CCCCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,active,443.613,5.2622,1,3,0,168,1.032258065,1.741935484,2.483870968,410.349,6.013228266
CHEMBL40898,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(-c3ccc(F)c(F)c3)n2)cc1,intermediate,576.625,5.3483,3,7,0,210,0.926829268,1.682926829,2.390243902,550.417,5.721246399
CHEMBL11944,0,Cc1nccn1-c1ccc(OCCNCC(O)COc2ccc(N(C)S(C)(=O)=O)cc2)cc1,inactive,474.583,1.98482,2,8,0,178,1.090909091,1.727272727,2.333333333,444.343,4.744727495
CHEMBL32411,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc(F)c(F)c3)n2)cc1,intermediate,607.639,4.6553,3,9,0,222,0.976744186,1.76744186,2.488372093,580.423,5.436518915
CHEMBL287880,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(Cc3ccc(F)c(F)c3)o2)cc1,intermediate,590.652,5.2721,3,7,0,216,0.904761905,1.666666667,2.380952381,562.428,5.124938737
CHEMBL288917,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(CCC3CCCC3)n2)cc1,intermediate,560.72,5.5259,3,7,0,210,1,1.775,2.5,524.432,5.698970004
CHEMBL9841,0,Clc1ccccc1N1CCNCC1,inactive,196.681,1.7496,1,2,0,70,1.153846154,1.846153846,2.538461538,183.577,4.920818754
CHEMBL144870,2,CCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,active,598.766,4.8569,6,7,0,228,0.857142857,1.523809524,2.214285714,556.43,6.698970004
CHEMBL95457,0,COCCc1ccc(OCC(O)CNCCOc2ccc(-n3ccnc3)cc2)cc1,active,411.502,2.4695,2,7,0,160,1,1.733333333,2.433333333,382.27,6.568636236
CHEMBL13034,0,Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,active,302.374,1.5464,4,5,0,118,1.045454545,1.727272727,2.409090909,280.198,6
CHEMBL423,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,active,307.434,2.3934,2,4,0,124,1.227272727,1.954545455,2.590909091,278.202,7.43062609
CHEMBL124668,0,N#CN/C(=N\c1cccc(F)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,active,418.476,3.25668,4,5,0,158,1.161290323,2,2.709677419,395.292,6.229147988
CHEMBL79915,1,O=C(CCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O)N1CCCC1,inactive,606.749,3.0026,3,7,0,228,0.976744186,1.720930233,2.418604651,568.445,4
CHEMBL38704,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccc(F)c(F)c3)o2)cc1,inactive,576.625,5.3483,3,7,0,210,0.902439024,1.658536585,2.365853659,550.417,4.508638306
CHEMBL162513,0,CS(=O)(=O)Nc1ccc(C(=O)NCC2CN(c3ccccc3)CCN2)cc1,active,388.493,1.2663,3,5,0,144,1.148148148,1.851851852,2.518518519,364.301,6.795880017
CHEMBL1201237,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,active,291.391,2.3334,2,4,0,116,1.333333333,2.095238095,2.80952381,266.191,8.161150909
CHEMBL1077199,0,Cc1ccccc1C(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,375.472,3.50802,3,4,0,144,1.071428571,1.857142857,2.571428571,350.272,4.698970004
CHEMBL1092502,0,O=C(Cn1ncc2ccccc21)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,415.497,2.9357,3,6,0,158,1.032258065,1.870967742,2.677419355,390.297,4.721246399
CHEMBL1085693,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1nc2ccccc2[nH]1,intermediate,401.47,3.0759,4,5,0,152,1.066666667,1.9,2.666666667,378.286,5.065501549
CHEMBL1089734,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2ccccc2)cc1,intermediate,437.543,4.8666,3,4,0,166,0.848484848,1.575757576,2.272727273,410.327,5.721246399
CHEMBL1085442,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1-c1ncc[nH]1,inactive,427.508,3.5897,4,5,0,162,1.03125,1.875,2.625,402.308,5
CHEMBL1078876,0,Cc1ccc(C(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c(N2CCCC2)c1,inactive,444.579,4.10822,3,5,0,172,1.121212121,1.909090909,2.636363636,412.323,4.721246399
CHEMBL3736433,None,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,active,260.146,1.5871,2,4,0,102,1.421052632,2.210526316,2.947368421,238.978,6.199998172
CHEMBL60281,2,CCCCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,intermediate,592.831,6.7746,3,7,0,218,0.926829268,1.682926829,2.414634146,552.511,5.431798276
CHEMBL294492,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cccnc3)cs2)cc1,intermediate,557.701,4.9336,3,8,0,198,0.871794872,1.615384615,2.307692308,530.485,5.15490196
CHEMBL808,1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,inactive,381.69,5.8014,0,3,0,124,1,1.75,2.416666667,366.57,4.8920781
CHEMBL291593,2,CCCCCCCCc1csc(Cc2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,active,606.858,6.6984,3,7,0,224,0.904761905,1.642857143,2.380952381,564.522,6.070581074
CHEMBL162095,0,CS(=O)(=O)Nc1ccc(C(=O)NCC2CNCCN2c2ccccc2)cc1,inactive,388.493,1.2663,3,5,0,144,1.148148148,1.851851852,2.518518519,364.301,4.508638306
CHEMBL9666,0,COc1ccccc1N1CCNCC1,intermediate,192.262,1.1048,1,3,0,76,1.214285714,1.928571429,2.642857143,176.134,5.698970004
CHEMBL66789,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3c(F)cccc3F)n2)cc1,inactive,590.656,4.1978,3,8,0,216,0.904761905,1.642857143,2.333333333,562.432,4.552841969
CHEMBL1083994,2,Cc1ccc(C(C)C)c(OCC(O)CN2CCC(CN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c1,active,500.639,5.01952,1,5,0,194,0.972972973,1.621621622,2.243243243,464.351,6.42365865
CHEMBL312546,1,CCCCCCn1c(C)cn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,intermediate,577.751,4.58922,3,8,0,218,1,1.756097561,2.43902439,538.439,5.698970004
CHEMBL351596,2,CCCCC(C)(C)CN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,intermediate,593.794,5.2065,3,6,0,226,1.047619048,1.785714286,2.452380952,550.45,5.070581074
CHEMBL75604,3,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(CC4NCCc5cc(O)c(O)cc54)cc3)cc2)cc1,intermediate,628.795,6.6969,6,6,0,236,0.844444444,1.488888889,2.177777778,588.475,5.522878745
CHEMBL163587,0,COc1cccc(N2CCNC(CNC(=O)c3ccc(NS(C)(=O)=O)cc3)C2)c1,intermediate,418.519,1.2749,3,6,0,156,1.24137931,2,2.689655172,392.311,5.769551079
CHEMBL74860,3,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3cccc(CC4NCCc5cc(O)c(O)cc54)c3)cc2)cc1,inactive,628.795,6.6969,6,6,0,236,0.866666667,1.6,2.355555556,588.475,4
CHEMBL289248,1,CS(=O)(=O)NC(c1ccc(F)cc1)c1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,intermediate,666.757,3.5758,4,10,0,240,0.913043478,1.630434783,2.282608696,635.509,5.15490196
CHEMBL165513,1,CCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,intermediate,579.767,4.9605,3,6,0,220,0.975609756,1.731707317,2.43902439,538.439,5.522878745
CHEMBL331744,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)cc1,intermediate,640.709,6.4372,3,8,0,228,0.931818182,1.636363636,2.295454545,613.493,5.075720714
CHEMBL285001,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3ccc(F)c(F)c3)n2)cc1,intermediate,591.64,4.6671,3,8,0,216,0.928571429,1.69047619,2.404761905,564.424,5.638272164
CHEMBL76403,3,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3cc(OCC4NCCc5cc(O)c(O)cc54)ccc3c2)cc1,inactive,618.756,6.0194,6,7,0,232,0.909090909,1.636363636,2.431818182,580.452,4.096910013
CHEMBL56752,0,CCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,inactive,386.517,4.3469,1,3,0,144,1.074074074,1.851851852,2.592592593,360.309,5
CHEMBL54749,1,CCCCCCCCc1cnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)o1,intermediate,453.608,6.0726,1,5,0,170,1.03125,1.8125,2.625,422.36,5.37675071
CHEMBL39269,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccccc3)o2)cc1,intermediate,540.645,5.0701,3,7,0,198,0.846153846,1.615384615,2.333333333,512.421,5.522878745
CHEMBL166330,0,CC(=O)c1ccc(N2CCNCC2)cc1,inactive,204.273,1.2988,1,3,0,80,1.2,1.8,2.333333333,188.145,4
CHEMBL102194,1,CCCCCCCCNC(=O)Nc1ccc(S(=O)(=O)N2CCC(CNC[C@H](O)COc3ccc(O)cc3)CC2)cc1,active,590.787,4.3044,5,7,0,228,1,1.658536585,2.341463415,544.419,7.568636236
CHEMBL294849,1,CC(=O)NCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,inactive,607.802,4.7205,4,8,0,222,0.976190476,1.761904762,2.476190476,570.506,4.301029996
CHEMBL59270,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(CCc3ccccc3)cs2)cc1,intermediate,584.767,5.6568,3,7,0,210,0.829268293,1.585365854,2.317073171,552.511,5.045757491
CHEMBL64760,0,CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,intermediate,484.622,3.16,4,7,0,182,1.029411765,1.735294118,2.352941176,452.366,5.744727495
CHEMBL67015,1,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,active,569.728,4.1562,5,7,0,216,0.975,1.725,2.425,530.416,6.22184875
CHEMBL275742,0,CC(C)NC[C@@H](O)COc1cccc2ccccc12,active,259.349,2.5775,2,3,0,102,1.105263158,1.842105263,2.631578947,238.181,6.431798276
CHEMBL294042,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(I)cc1,active,553.422,3.059,3,6,0,164,1.064516129,1.806451613,2.483870968,529.23,6
CHEMBL286231,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccccc3O)n2)cc1,intermediate,587.658,4.0827,4,10,0,216,0.952380952,1.738095238,2.476190476,558.426,5.096910013
CHEMBL163153,0,CS(=O)(=O)Nc1ccc(CNCC2CN(c3ccccc3)CCN2)cc1,intermediate,374.51,1.6261,3,5,0,140,1.115384615,1.846153846,2.538461538,348.302,5.522878745
CHEMBL312364,1,CCCCCCCCn1c(=O)[nH]n(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,inactive,608.765,3.7493,4,9,0,230,0.953488372,1.674418605,2.372093023,568.445,5
CHEMBL64932,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(F)cc1,active,445.516,2.5935,3,6,0,164,1.064516129,1.806451613,2.483870968,421.324,6
CHEMBL293577,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cnc4ccccc4c3)cs2)cc1,inactive,607.761,6.0868,3,8,0,216,0.88372093,1.697674419,2.488372093,578.529,4.721246399
CHEMBL165462,0,Cc1ccc(N2CCNCC2)cc1,inactive,176.263,1.40462,1,2,0,70,1.076923077,1.692307692,2.307692308,160.135,4.420216403
CHEMBL350581,0,CS(=O)(=O)Nc1ccc(OCC2CN(c3ccccc3)CCN2)cc1,intermediate,361.467,1.9153,2,5,0,134,1.16,1.88,2.56,338.283,5.48148606
CHEMBL32418,3,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc(C4N=NN=N4)cc3)n2)cc1,intermediate,639.698,5.2087,3,13,0,234,0.934782609,1.695652174,2.413043478,610.466,5.045757491
CHEMBL38562,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccc(F)cc3)o2)cc1,intermediate,558.635,5.2092,3,7,0,204,0.9,1.625,2.325,531.419,5.187086643
CHEMBL104061,0,CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,intermediate,497.621,3.2796,5,6,0,186,1,1.714285714,2.371428571,466.373,5.698970004
CHEMBL34291,0,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,inactive,323.824,2.1449,2,4,0,120,1.454545455,2.272727273,3.045454545,301.648,5
CHEMBL65461,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(C(F)(F)F)cc3)n2)cc1,inactive,622.673,4.9384,3,8,0,228,0.886363636,1.590909091,2.25,593.441,4.698970004
CHEMBL304298,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(F)cc3)n2)cc1,intermediate,572.666,4.0587,3,8,0,210,0.902439024,1.634146341,2.341463415,543.434,5.602059991
CHEMBL1807827,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,active,482.071,3.5272,5,7,0,168,1.129032258,2,2.838709677,453.847,6.799998135
CHEMBL1210154,1,C/C(=N\OC(=O)Nc1ccccc1)c1cccc(-c2cccs2)c1,inactive,336.416,5.3878,1,4,0,120,1.041666667,1.875,2.625,320.288,5
CHEMBL202434,0,O=C(NC[C@@H]1CCN2CCC[C@@H]12)c1cc(Cl)cn2ccnc12,inactive,318.808,2.2018,1,4,0,116,1.409090909,2.318181818,3.227272727,299.656,5
CHEMBL3128183,0,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2sc(C3CC3)nc21,inactive,474.63,4.4807,3,6,0,176,1.147058824,2,2.764705882,444.39,4.698970004
CHEMBL3128182,0,CCc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,inactive,462.619,4.1657,3,6,0,172,1.242424242,2.090909091,2.848484848,432.379,4.698970004
CHEMBL3128181,0,CCc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,461.631,4.7707,3,5,0,172,1.151515152,1.939393939,2.696969697,430.383,4.698970004
CHEMBL291516,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3c[nH]c4ccccc34)cs2)cc1,inactive,595.75,6.0199,4,7,0,212,0.952380952,1.761904762,2.547619048,566.518,4.522878745
CHEMBL165012,0,O=[N+]([O-])c1ccc(N2CCNCC2)cc1,inactive,207.233,1.0044,1,4,0,80,1.2,1.8,2.333333333,194.129,4.886056648
CHEMBL56767,1,CCCCCCCCc1csc(N(C)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,intermediate,457.665,6.6148,1,5,0,166,0.935483871,1.612903226,2.322580645,426.417,5.823908741
