Name,RO5_violations,Smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,NumRadicalElectrons,NumValenceElectrons,FP1,FP2,FP3,HeavyAtomMolWt,pIC50
CHEMBL768,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,active,295.379,1.5299,2,5,0,118,1.285714286,1.952380952,2.523809524,270.179,6.705533774
CHEMBL1684583,2,O=S(=O)(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,intermediate,649.76,7.6934,3,6,0,232,0.888888889,1.555555556,2.222222222,619.52,5.659754238
CHEMBL1077238,0,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,intermediate,443.507,2.2959,3,7,0,168,1.060606061,1.878787879,2.666666667,418.307,5.468521083
CHEMBL1078496,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(CCn2cccc2)c1,inactive,454.574,4.2438,3,5,0,174,0.941176471,1.764705882,2.529411765,424.334,5
CHEMBL1078749,0,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(CCc2ccccc2)c1,intermediate,465.597,4.9848,3,4,0,178,0.8,1.542857143,2.314285714,434.349,5.397940009
CHEMBL1093086,0,O=C(Cn1cncn1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,inactive,366.425,1.1775,3,7,0,140,1.185185185,2.037037037,2.740740741,344.249,4.698970004
CHEMBL1090424,0,Cc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cs1,inactive,396.516,2.89342,3,6,0,146,1.25,2.071428571,2.75,372.324,5
CHEMBL33224,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(C(O)c3ccc(F)cc3)n2)cc1,inactive,589.649,4.0189,4,9,0,216,0.904761905,1.642857143,2.333333333,561.425,4.187086643
CHEMBL1788270,0,CC(C)(C)NC[C@@H](O)CON=C1c2ccccc2-c2ccccc21,active,324.424,3.185,2,4,0,126,0.958333333,1.458333333,1.958333333,300.232,7.363512104
CHEMBL3747710,0,CCS(=O)(=O)C1CCN(C(=O)c2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)CC1,inactive,470.635,3.1226,2,5,0,178,1.03030303,1.696969697,2.333333333,436.363,4.698970004
CHEMBL3747546,0,CCOC(=O)[C@@H]1[C@H]2CN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)C[C@H]21,inactive,448.563,2.9644,2,5,0,174,1.060606061,1.757575758,2.424242424,416.307,4.698970004
CHEMBL65513,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(F)c(F)c3)n2)cc1,intermediate,590.656,4.1978,3,8,0,216,0.904761905,1.666666667,2.380952381,562.432,5.698970004
CHEMBL83,1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,inactive,371.524,5.9961,0,2,0,144,0.714285714,1.25,1.785714286,342.292,4.762230126
CHEMBL64201,1,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)cn1,active,568.437,2.6412,4,7,0,170,1.0625,1.78125,2.4375,543.237,6
CHEMBL67251,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccccc1,intermediate,427.526,2.4544,3,6,0,158,1,1.766666667,2.466666667,402.326,5.886056648
CHEMBL296419,1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,inactive,458.581,5.3513,1,5,0,176,0.941176471,1.647058824,2.382352941,427.333,4.759900254
CHEMBL499,0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,active,316.427,0.5025,2,8,0,120,1.380952381,2.095238095,2.761904762,292.235,8.584525832
CHEMBL3747487,0,CCOC(=O)C1CCN(C(=O)c2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)CC1,inactive,450.579,3.4986,2,5,0,176,1.03030303,1.727272727,2.393939394,416.307,4.698970004
CHEMBL2107826,0,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,inactive,444.535,2.766,3,6,0,170,1.090909091,1.878787879,2.666666667,416.311,4.698970004
CHEMBL1944691,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,active,481.593,3.6323,5,6,0,178,0.970588235,1.764705882,2.617647059,453.369,7.199970641
CHEMBL1945034,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,active,464.591,2.8882,5,7,0,172,0.96969697,1.757575758,2.545454545,436.367,6.099999035
CHEMBL1945039,0,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,479.602,3.4593,5,7,0,178,1.029411765,1.852941176,2.705882353,450.37,7.299988938
CHEMBL1945299,0,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,493.629,3.5018,5,7,0,184,1,1.742857143,2.514285714,462.381,7.199970641
CHEMBL1346,0,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,active,426.56,3.9575,1,3,0,164,1,1.6875,2.34375,396.32,6.499996932
CHEMBL4564189,2,CC(C)NC[C@H](O)COc1ccccc1CCCCNC(=O)NCCCCc1ccccc1OC[C@@H](O)CNC(C)C,active,586.818,3.8068,6,7,0,236,0.666666667,1.071428571,1.476190476,532.386,7.840132153
CHEMBL1395661,0,C=CCc1ccccc1OC[C@H](O)CNC(C)C,active,249.354,2.1528,2,3,0,100,1.388888889,2.111111111,2.777777778,226.17,6.359995853
CHEMBL4434772,2,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,active,556.832,6.068,4,6,0,226,0.55,0.9,1.275,500.384,7.950007143
CHEMBL117405,0,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,active,248.326,1.9056,3,3,0,98,1.333333333,2.166666667,2.944444444,228.166,9.123782159
CHEMBL1944690,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,active,498.048,4.1466,5,6,0,178,0.970588235,1.764705882,2.617647059,469.824,6.799998135
CHEMBL1945038,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,active,478.618,3.2783,5,7,0,178,1,1.882352941,2.735294118,448.378,7.199970641
CHEMBL1945294,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,active,413.543,2.7567,4,6,0,154,1.172413793,1.965517241,2.793103448,386.327,6.499996932
CHEMBL1945297,2,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,active,546.52,5.1885,5,6,0,190,1.055555556,1.777777778,2.555555556,517.288,7.7000571
CHEMBL1945298,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,active,497.592,3.4686,5,7,0,184,1.057142857,1.914285714,2.771428571,469.368,6.699991797
CHEMBL1945041,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,active,484.021,4.1041,5,6,0,172,1,1.818181818,2.666666667,457.813,8
CHEMBL1945042,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,active,467.566,3.5898,5,6,0,172,1,1.818181818,2.666666667,441.358,8.199970641
CHEMBL1945043,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccn4)c3)c2s1,active,450.564,2.8457,5,7,0,166,1.03125,1.90625,2.75,424.356,7.100015437
CHEMBL4465278,2,CC(C)NC[C@H](O)COc1ccccc1CCCCCNC(=O)NCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,active,614.872,4.587,6,7,0,248,0.636363636,1.045454545,1.454545455,556.408,8.250031916
CHEMBL127451,0,NC(=O)c1cccc(N/C(=C/[N+](=O)[O-])Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c1,active,462.51,2.6458,5,8,0,176,1.117647059,1.882352941,2.558823529,436.302,6.102372909
CHEMBL410702,0,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1ccc2ccccc2c1,active,469.545,4.7001,4,7,0,178,0.971428571,1.714285714,2.457142857,442.329,6.086186148
CHEMBL13132,1,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1)OCc1ccccc1,active,591.686,4.5137,5,8,0,220,0.80952381,1.476190476,2.166666667,558.422,6.721246399
CHEMBL125168,1,N#CN/C(=N\c1cccc(I)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,active,526.382,3.72218,4,5,0,158,1.161290323,2,2.709677419,503.198,6.638272164
CHEMBL12769,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1cnc2ccccc2c1,active,493.585,3.3132,4,7,0,182,0.971428571,1.714285714,2.485714286,466.369,6.301029996
CHEMBL126055,1,N#CN/C(=N\c1ccc(I)cc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,active,526.382,3.72218,4,5,0,158,1.129032258,1.903225806,2.580645161,503.198,6.13667714
CHEMBL125246,0,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cc(Cl)cc(Cl)c1,intermediate,488.375,4.8537,4,7,0,172,1.090909091,1.787878788,2.424242424,465.191,5.420216403
CHEMBL99331,0,Cc1cccc(OCC(O)CN2CCN(c3ccc(NS(C)(=O)=O)cc3)CC2)c1,inactive,419.547,1.92842,2,6,0,158,1.103448276,1.793103448,2.413793103,390.315,4.716698771
CHEMBL12813,0,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1cccc(Cl)c1,active,476.982,3.4184,4,6,0,170,1,1.71875,2.40625,451.782,6
CHEMBL127656,2,CCCCCCCCc1csc(N2CCc3c(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cccc32)n1,intermediate,636.87,7.17128,4,8,0,240,1.065217391,1.913043478,2.717391304,592.518,5.920818754
CHEMBL292598,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc4ncccc4c3)cs2)cc1,intermediate,607.761,6.0868,3,8,0,216,0.88372093,1.674418605,2.465116279,578.529,5.22184875
CHEMBL350590,1,O=C1N(CCC2CCCCC2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,intermediate,591.778,4.9605,3,6,0,224,0.976190476,1.738095238,2.452380952,550.45,5.397940009
CHEMBL291306,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc4ccccc4s3)cs2)cc1,inactive,612.802,6.7533,3,8,0,212,0.928571429,1.738095238,2.5,584.578,4
CHEMBL56308,1,CCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)c1,active,434.605,6.3044,1,3,0,162,0.903225806,1.741935484,2.548387097,404.365,6.15490196
CHEMBL267545,1,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(Br)cc1,active,521.433,3.5275,4,6,0,170,0.9375,1.59375,2.25,496.233,6.292429824
CHEMBL286800,1,CC(=O)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,inactive,549.653,3.7098,3,9,0,204,1.051282051,1.820512821,2.512820513,518.405,4.15490196
CHEMBL4557995,1,CC(C)NC[C@H](O)COc1ccccc1OCCOCCOCCOc1ccccc1OC[C@@H](O)CNC(C)C,active,564.72,2.653,4,10,0,226,0.525,0.85,1.2,516.336,7.010016542
CHEMBL291992,2,CCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,inactive,564.777,5.9944,3,7,0,206,0.974358974,1.769230769,2.487179487,528.489,4.397940009
CHEMBL61962,2,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(O)cc3)cs2)cc1,intermediate,572.712,5.2442,4,8,0,204,0.9,1.625,2.325,544.488,5.958607315
CHEMBL350847,0,O=C(NCC1CN(c2ccccc2)CCN1)c1ccc(-n2ccnc2)cc1,active,361.449,2.0805,2,5,0,138,1.111111111,1.925925926,2.666666667,338.265,6.26760624
CHEMBL2011215,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(F)cc1,active,372.4,1.84838,4,5,0,142,1.185185185,1.925925926,2.666666667,351.232,10
CHEMBL2011217,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(OCCCF)cc1,active,430.48,2.44768,4,6,0,166,1.129032258,1.903225806,2.64516129,403.264,9.602059991
CHEMBL3128198,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(Cl)c3)N2)cc1,inactive,483.037,4.4439,4,6,0,172,1.242424242,2.060606061,2.848484848,455.821,4.698970004
CHEMBL3128194,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,448.592,3.7905,4,6,0,166,1.15625,1.9375,2.71875,420.368,4.698970004
CHEMBL3128192,0,CCC[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1csc(N)n1,inactive,464.635,4.6444,4,6,0,174,1.212121212,1.96969697,2.636363636,432.379,4.698970004
CHEMBL1807821,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,active,432.542,2.5842,4,7,0,162,1.033333333,1.8,2.6,404.318,8.500038134
CHEMBL1807819,0,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCCOCCc3ccccc3)c2s1,active,462.637,3.6909,4,7,0,168,1.096774194,1.903225806,2.741935484,432.397,8.400007822
CHEMBL4065251,0,CCn1nnc(CN2CCN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)CC2)n1,inactive,489.624,2.0477,2,8,0,190,1.055555556,1.805555556,2.5,454.344,4.698970004
CHEMBL4092912,1,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC3CC3)n2)CC1,inactive,515.662,2.4378,2,8,0,200,0.973684211,1.736842105,2.473684211,478.366,4.698970004
CHEMBL3128201,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,inactive,449.58,3.1855,4,7,0,166,1.25,2.09375,2.875,422.364,4.698970004
CHEMBL3128191,0,CC[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1csc(N)n1,inactive,450.608,4.2543,4,6,0,168,1.21875,1.96875,2.625,420.368,4.698970004
CHEMBL3128180,0,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,inactive,448.592,3.91172,3,6,0,166,1.25,2.09375,2.875,420.368,4.698970004
CHEMBL3128199,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(F)c3)N2)cc1,inactive,466.582,3.9296,4,6,0,172,1.242424242,2.060606061,2.848484848,439.366,4.698970004
CHEMBL1095777,0,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,active,392.499,3.1489,4,4,0,152,1.068965517,1.724137931,2.344827586,364.275,6.499996932
CHEMBL3128177,0,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2scnc21,inactive,433.577,4.2083,3,5,0,160,1.129032258,1.935483871,2.741935484,406.361,4.698970004
CHEMBL3128196,0,Nc1nc2c(s1)CCC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,462.619,4.1806,4,6,0,172,1.151515152,1.939393939,2.727272727,432.379,4.698970004
CHEMBL2011233,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)c1ccc(F)nc1,active,358.373,0.85168,3,6,0,136,1.307692308,2.115384615,2.846153846,339.221,8
CHEMBL493,1,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,intermediate,654.606,3.1928,3,6,0,230,1.255813953,2.023255814,2.744186047,614.286,5.619788758
CHEMBL91,1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,inactive,416.135,6.4548,0,3,0,130,0.96,1.68,2.32,402.023,4.898424754
CHEMBL3128197,0,Nc1nc2c(s1)CCCC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,476.646,4.5707,4,6,0,178,1.117647059,1.911764706,2.705882353,444.39,4.698970004
CHEMBL3128195,0,Nc1nc2c(s1)CC[C@@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,448.592,3.7905,4,6,0,166,1.15625,1.9375,2.71875,420.368,4.698970004
CHEMBL4530266,2,CC(C)NC[C@H](O)COc1ccccc1-n1cc(CNCc2cn(-c3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,intermediate,593.733,1.6132,5,13,0,232,0.674418605,1.093023256,1.511627907,550.389,5.440000066
CHEMBL2011222,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(C(=O)O)c(F)c1,active,416.409,1.54658,5,6,0,158,1.2,1.966666667,2.666666667,395.241,9
CHEMBL2011214,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccccc1F,active,372.4,1.84838,4,5,0,142,1.185185185,1.925925926,2.703703704,351.232,9.698970004
CHEMBL3128200,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccc(F)cc3)N2)cc1,inactive,466.582,3.9296,4,6,0,172,1.181818182,1.939393939,2.696969697,439.366,4.698970004
CHEMBL3128179,0,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,447.604,4.51672,3,5,0,166,1.15625,1.9375,2.71875,418.372,4.698970004
CHEMBL3128190,0,C[C@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1csc(N)n1,inactive,436.581,3.8642,4,6,0,162,1.225806452,1.967741935,2.64516129,408.357,4.698970004
CHEMBL3128184,2,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2sc(-c3ccc(F)cc3)nc21,intermediate,527.665,6.0144,3,5,0,194,1.026315789,1.789473684,2.552631579,497.425,5.363612414
CHEMBL2011216,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(OCCF)cc1,active,416.453,2.05758,4,6,0,160,1.133333333,1.9,2.633333333,391.253,10.09691001
CHEMBL2011227,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(Br)nc1,active,434.294,1.86678,4,6,0,142,1.296296296,2.111111111,2.851851852,414.134,10.30103
CHEMBL2011231,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)NC1CCN(CCF)CC1,active,407.49,0.62068,4,6,0,160,1.344827586,2.103448276,2.827586207,377.25,7
CHEMBL2011218,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1cccc(OCCF)c1,active,416.453,2.05758,4,6,0,160,1.166666667,2,2.8,391.253,10.39794001
CHEMBL2011229,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1nccs1,active,361.427,1.16578,4,7,0,132,1.4,2.24,3,342.275,7.585026652
CHEMBL1945293,0,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,active,417.531,1.8969,5,7,0,156,1.103448276,1.862068966,2.620689655,390.315,6.099999035
CHEMBL4128926,2,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,active,583.776,5.7559,3,6,0,214,1.025,1.7,2.35,546.48,6.527243551
CHEMBL4446394,2,CC(C)NC[C@H](O)COc1ccccc1CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,active,558.764,3.0266,6,7,0,224,0.7,1.1,1.5,508.364,6.429994423
CHEMBL4459989,2,CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C,intermediate,600.801,2.3499,6,8,0,240,0.674418605,1.069767442,1.465116279,548.385,5.749999856
CHEMBL4103112,1,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)F)n2)CC1,inactive,525.604,2.2929,2,8,0,202,1.026315789,1.763157895,2.473684211,492.34,4.698970004
CHEMBL2011226,0,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(I)nc1,active,481.294,1.70888,4,6,0,142,1.296296296,2.111111111,2.851851852,461.134,10.30103
CHEMBL1214998,0,c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,intermediate,388.519,3.846,2,6,0,150,1,1.862068966,2.724137931,360.295,5.628747371
CHEMBL3764088,0,O=C(Cn1ncccc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,418.497,2.2787,3,6,0,160,1.096774194,1.870967742,2.612903226,392.289,4.698970004
CHEMBL3764774,0,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,inactive,468.557,3.4319,3,6,0,178,1.028571429,1.771428571,2.571428571,440.333,4.698970004
CHEMBL3763998,0,C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)n1ncccc1=O,inactive,433.512,2.2347,3,7,0,166,1.1875,1.96875,2.6875,406.296,4.698970004
CHEMBL3746885,0,CCOC(=O)[C@H]1[C@H]2CN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)C[C@H]21,inactive,448.563,2.9644,2,5,0,174,1.060606061,1.757575758,2.424242424,416.307,4.698970004
CHEMBL104,1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,inactive,344.845,5.3767,0,2,0,122,0.72,1.28,1.8,327.709,4.947729403
CHEMBL228998,0,COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,active,317.385,2.3606,4,5,0,124,1.043478261,1.652173913,2.217391304,294.201,8.500312917
CHEMBL2112075,0,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,intermediate,445.39,5.13728,2,4,0,158,1.1,1.833333333,2.566666667,419.182,5.366531544
CHEMBL513389,0,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,active,277.408,2.60992,2,3,0,112,1.2,1.9,2.6,250.192,8.602059991
CHEMBL714,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,active,239.315,1.306,4,4,0,96,1.294117647,1.941176471,2.470588235,218.147,6.008773924
CHEMBL509336,0,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,active,301.386,2.7421,4,4,0,118,0.909090909,1.454545455,2.045454545,278.202,6.48148606
CHEMBL1940686,1,OCc1cc(C(O)CN[C@H]2CC[C@H](NCC(O)c3ccc(O)c(CO)c3)CC2)ccc1O,intermediate,446.544,1.3398,8,8,0,176,0.6875,1.0625,1.40625,412.272,5.300000202
CHEMBL1940810,1,OCc1cc(C(O)CNCc2cccc(CNCC(O)c3ccc(O)c(CO)c3)c2)ccc1O,inactive,468.55,1.7288,8,8,0,182,0.617647059,1.058823529,1.470588235,436.294,4.700000069
CHEMBL1940812,1,OCc1cc(C(O)CNCCc2ccc(NCC(O)c3ccc(O)c(CO)c3)cc2)ccc1O,active,468.55,2.0936,8,8,0,182,0.676470588,1.205882353,1.735294118,436.294,6.599997654
CHEMBL229401,0,C[C@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,active,337.419,3.5052,4,4,0,130,0.92,1.6,2.36,314.235,8.804100348
CHEMBL1946765,0,O=c1[nH]c2c(O)ccc(CCNCCc3cccc(CN[C@H]4C[C@@H]4c4ccccc4)c3)c2s1,active,459.615,4.3157,4,5,0,170,0.96969697,1.787878788,2.666666667,430.383,7.89997427
CHEMBL1946761,2,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,active,516.494,5.3091,4,5,0,178,0.823529412,1.5,2.264705882,489.278,6.299997603
CHEMBL1940815,1,OCc1cc(C(O)CNCCc2ccc(NCC(O)c3ccccc3)cc2)ccc1O,active,422.525,2.8957,6,6,0,164,0.774193548,1.483870968,2.193548387,392.285,7.400007822
CHEMBL1947156,2,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1,active,525.674,5.1177,5,6,0,194,0.789473684,1.473684211,2.263157895,494.426,8
CHEMBL1940685,2,OCc1cc(C(O)CNC2CCC(CC3CCC(NCC(O)c4ccc(O)c(CO)c4)CC3)CC2)ccc1O,inactive,542.717,3.5363,8,8,0,216,0.615384615,1,1.358974359,496.349,4.700000069
CHEMBL1630578,2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,inactive,624.874,5.4583,0,8,0,246,0.913043478,1.565217391,2.260869565,572.458,4.644759261
CHEMBL229477,0,C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,active,303.358,2.0576,5,5,0,118,0.909090909,1.5,2.090909091,282.19,8.171340103
CHEMBL228992,0,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,active,317.385,2.3606,4,5,0,124,1.043478261,1.652173913,2.217391304,294.201,9.769551079
